Specimen_ID,Phase_Abbreviation,Phase,SiO2_percent,TiO2_percent,Al2O3_percent,Cr2O3_percent,Fe2O3_percent,x_FeO_percent,MnO_percent,MgO_percent,CaO_percent,Na2O_percent,K2O_percent,P2O5_percent,Loss_On_Ignition,Cu_ppm,Ni_ppm,Co_ppm,Zn_ppm,V_ppm,Sources_And_Methods,Additional_Notes
PA-CMP-051,ACT ,Actinolite,56,0.08,2.3,0,1.4,4.22,0.11,20,11.1,1.1,0.1,0,0,0,0,0,0,0,"R Burns & C Greaves, Am Min 1971, 56, p2010                             ","Actinolite, glaucophane schist, Berkeley, CA                            "
PA-CMP-051,ACTI,Actinolite,56,0,2.3,0,1.4,4.22,0.11,20,11.1,1.1,0.1,0,0,0,0,0,0,0,"Burns and Greaves (1970)                                                ","RGB Berkeley #14785                                                     "
