Specimen_ID,Phase_Abbreviation,Phase,SiO2_percent,TiO2_percent,Al2O3_percent,Cr2O3_percent,Fe2O3_percent,x_FeO_percent,MnO_percent,MgO_percent,CaO_percent,Na2O_percent,K2O_percent,P2O5_percent,Loss_On_Ignition,Cu_ppm,Ni_ppm,Co_ppm,Zn_ppm,V_ppm,Sources_And_Methods,Additional_Notes
AA-A1S-001,ANN,Annite,36.69,0,10.4,0,0,43.94,0,0,0,0,0,0,0,0,0,0,0,0,Calculated composition (NH4)2Fe6[Si6Al2O20]OH4,"(NH4)2O: 5.308 %, H2O: 3.669 %"
