Specimen_ID,Phase_Abbreviation,Phase,SiO2_percent,TiO2_percent,Al2O3_percent,Cr2O3_percent,Fe2O3_percent,x_FeO_percent,MnO_percent,MgO_percent,CaO_percent,Na2O_percent,K2O_percent,P2O5_percent,Loss_On_Ignition,Cu_ppm,Ni_ppm,Co_ppm,Zn_ppm,V_ppm,Sources_And_Methods,Additional_Notes
PA-CMP-052,ACT ,Actinolite,55,0.05,0.6,0,1.83,19.6,0.29,11,10,0.24,0.04,0,0,0,0,0,0,0,"R Burns & C Greaves, Am Min 1971, 56, p2010                             ","Actinolite, metamorphosed iron fm, Quebec                               "
PA-CMP-052,ACTI,Actinolite,55,0,0.6,0,1.83,19.6,0.29,11,10,0.24,0.01,0,0,0,0,0,0,0,"Mueller (1960)                                                          ","RGB Mueller 12BA                                                        "
