Specimen_ID,Phase_Abbreviation,Phase,SiO2_percent,TiO2_percent,Al2O3_percent,Cr2O3_percent,Fe2O3_percent,x_FeO_percent,MnO_percent,MgO_percent,CaO_percent,Na2O_percent,K2O_percent,P2O5_percent,Loss_On_Ignition,Cu_ppm,Ni_ppm,Co_ppm,Zn_ppm,V_ppm,Sources_And_Methods,Additional_Notes
MH-CMP-015,BULK,Bulk,39.67,0.15,2.27,0.52,0,14.61,0.52,24.67,1.86,0.77,0.08,0.24,0,0,1.25,0.05,0,0,"Dodd, et al, Geochimica et Cosmochimica Acta, 1967,31,p921              ",Goodland Meteorite                                                      
