Specimen_ID,Phase_Abbreviation,Phase,SiO2_percent,TiO2_percent,Al2O3_percent,Cr2O3_percent,Fe2O3_percent,x_FeO_percent,MnO_percent,MgO_percent,CaO_percent,Na2O_percent,K2O_percent,P2O5_percent,Loss_On_Ignition,Cu_ppm,Ni_ppm,Co_ppm,Zn_ppm,V_ppm,Sources_And_Methods,Additional_Notes
PP-EAC-040,PYX ,Pyroxene,50.33,0.41,5.46,0.11,1.43,17.3,0.29,23.58,1.59,0.05,0,0,0,0,0,0,0,0,,Ed Cloutis' PYX003                                                      
