Specimen_ID,Phase_Abbreviation,Phase,SiO2_percent,TiO2_percent,Al2O3_percent,Cr2O3_percent,Fe2O3_percent,x_FeO_percent,MnO_percent,MgO_percent,CaO_percent,Na2O_percent,K2O_percent,P2O5_percent,Loss_On_Ignition,Cu_ppm,Ni_ppm,Co_ppm,Zn_ppm,V_ppm,Sources_And_Methods,Additional_Notes
PA-CMP-053,ACT ,Actinolite,50.61,0.09,2.42,0,2.8,19.9,2.69,8.26,10.82,0.48,0.14,0,0,0,0,0,0,0,"R Burns & C Greaves, Am Min, 1971, 56, p2010                            ","Actinolite, in qtzite, Cumberland, RI                                   "
PA-CMP-053,ACTI,Actinolite,50.61,0,2.42,0,2.8,19.9,2.69,8.26,10.82,0.48,0.14,0,0,0,0,0,0,0,"Mitchell el at(1970)                                                    ","RGB USNM #44973                                                         "
