Specimen_ID,Phase_Abbreviation,Phase,SiO2_percent,TiO2_percent,Al2O3_percent,Cr2O3_percent,Fe2O3_percent,x_FeO_percent,MnO_percent,MgO_percent,CaO_percent,Na2O_percent,K2O_percent,P2O5_percent,Loss_On_Ignition,Cu_ppm,Ni_ppm,Co_ppm,Zn_ppm,V_ppm,Sources_And_Methods,Additional_Notes
JB-CMP-035,MON,Montmorillonite,54.06,0.08,17.62,0,12.19,0,0.02,2.13,0.21,1.36,0.09,0.01,12.31,0,0,0,0,0,,"600% FeCl3, pH=5                                                        "
