Specimen_ID,Phase_Abbreviation,Phase,SiO2_percent,TiO2_percent,Al2O3_percent,Cr2O3_percent,Fe2O3_percent,x_FeO_percent,MnO_percent,MgO_percent,CaO_percent,Na2O_percent,K2O_percent,P2O5_percent,Loss_On_Ignition,Cu_ppm,Ni_ppm,Co_ppm,Zn_ppm,V_ppm,Sources_And_Methods,Additional_Notes
SC-EAC-002,OLV ,Olivine,40.64,0,0,0.01,0.59,9.25,0.09,49.13,0.07,0,0,0,0,0,0,0,0,0,,Ed Cloutis' OLV003                                                      
