Specimen_ID,Phase_Abbreviation,Phase,SiO2_percent,TiO2_percent,Al2O3_percent,Cr2O3_percent,Fe2O3_percent,x_FeO_percent,MnO_percent,MgO_percent,CaO_percent,Na2O_percent,K2O_percent,P2O5_percent,Loss_On_Ignition,Cu_ppm,Ni_ppm,Co_ppm,Zn_ppm,V_ppm,Sources_And_Methods,Additional_Notes
SC-EAC-001,ENS ,Enstatite,59.72,0,0.11,0,0,0.31,0,39.82,0.22,0,0,0,0,0,0,0,0,0,"EJ Olsen,et al, Meteor.1977,12,p109                                     ",Happy Canyon E7 Enstatite Chondrite  En99.2 Fs0.4 Wo0.4                 
SC-EAC-001,BULK,Bulk,38.58,0.1,2.24,0.24,26.64,0.5,0.07,20.69,1.01,0.66,0.05,0.13,0,0,0.1,100,0,0,"OLSEN, et al, Meteor.1977,12,p109  (Ni = % not ppm)                     ",Happy Canyon E7 Enstatite Chondrite Bulk Analysis                       
