  3339
    650.1   0.01934   0.00588
    650.3   0.01916   0.00456
    650.5   0.01878   0.00338
    650.6   0.01864   0.00443
    650.8   0.01790   0.00555
    650.9   0.01818   0.00508
    651.1   0.01909   0.00415
    651.3   0.01838   0.00382
    651.4   0.01800   0.00413
    651.6   0.01755   0.00469
    651.8   0.01631   0.00493
    651.9   0.01689   0.00482
    652.1   0.01729   0.00407
    652.3   0.01819   0.00390
    652.4   0.01781   0.00464
    652.6   0.01798   0.00446
    652.7   0.01884   0.00514
    652.9   0.01801   0.00633
    653.1   0.01656   0.00686
    653.2   0.01680   0.00568
    653.4   0.01852   0.00438
    653.6   0.01813   0.00533
    653.7   0.01633   0.00665
    653.9   0.01582   0.00706
    654.1   0.01790   0.00650
    654.2   0.01917   0.00717
    654.4   0.01847   0.00725
    654.6   0.01715   0.00630
    654.7   0.01788   0.00677
    654.9   0.01824   0.00821
    655.1   0.01764   0.00609
    655.2   0.01795   0.00400
    655.4   0.01876   0.00288
    655.6   0.01820   0.00362
    655.7   0.01771   0.00523
    655.9   0.01892   0.00665
    656.1   0.01931   0.00605
    656.2   0.01828   0.00417
    656.4   0.01674   0.00391
    656.6   0.01662   0.00512
    656.7   0.01798   0.00596
    656.9   0.01869   0.00494
    657.1   0.01834   0.00462
    657.2   0.01853   0.00674
    657.4   0.01921   0.00735
    657.6   0.01910   0.00745
    657.7   0.01938   0.00611
    657.9   0.01993   0.00497
    658.1   0.01941   0.00406
    658.2   0.01890   0.00392
    658.4   0.01809   0.00425
    658.6   0.01790   0.00234
    658.7   0.01935   0.00184
    658.9   0.01917   0.00509
    659.1   0.01832   0.00717
    659.2   0.01790   0.00804
    659.4   0.01792   0.00803
    659.6   0.01872   0.00694
    659.7   0.01874   0.00716
    659.9   0.01796   0.00680
    660.1   0.01858   0.00591
    660.2   0.01903   0.00579
    660.4   0.01894   0.00602
    660.6   0.01791   0.00727
    660.7   0.01805   0.00705
    660.9   0.01927   0.00552
    661.1   0.01959   0.00631
    661.2   0.01857   0.00746
    661.4   0.01915   0.00751
    661.6   0.01845   0.00623
    661.7   0.01718   0.00474
    661.9   0.01686   0.00549
    662.1   0.01869   0.00668
    662.3   0.02080   0.00539
    662.4   0.02141   0.00459
    662.6   0.02025   0.00618
    662.8   0.01867   0.00781
    662.9   0.01762   0.00867
    663.1   0.01814   0.00703
    663.3   0.02035   0.00457
    663.4   0.02069   0.00436
    663.6   0.01944   0.00508
    663.8   0.01966   0.00450
    664.0   0.01986   0.00310
    664.1   0.01977   0.00338
    664.3   0.01981   0.00662
    664.5   0.01857   0.00649
    664.6   0.01704   0.00490
    664.8   0.01805   0.00591
    665.0   0.01924   0.00564
    665.1   0.01958   0.00364
    665.3   0.02081   0.00280
    665.5   0.02045   0.00407
    665.7   0.01840   0.00600
    665.8   0.01782   0.00583
    666.0   0.01900   0.00518
    666.2   0.02004   0.00468
    666.3   0.02093   0.00364
    666.5   0.02046   0.00234
    666.7   0.01952   0.00331
    666.9   0.02004   0.00400
    667.0   0.02032   0.00581
    667.2   0.02083   0.00590
    667.4   0.02015   0.00402
    667.5   0.01828   0.00562
    667.7   0.02017   0.00721
    667.9   0.02126   0.00603
    668.1   0.02075   0.00548
    668.2   0.02171   0.00672
    668.4   0.02122   0.00876
    668.6   0.01914   0.00813
    668.7   0.01874   0.00663
    668.9   0.01932   0.00490
    669.1   0.01941   0.00394
    669.3   0.01780   0.00396
    669.4   0.01774   0.00430
    669.6   0.01912   0.00392
    669.8   0.02025   0.00525
    670.0   0.01981   0.00623
    670.1   0.02012   0.00581
